country,id,geo,year,employment_15_64,female_unemp,tech_employment,internet_usage,HRST,regional_GDP,higher_edu,pop_density
DE,DEA4,Detmold,2018,75.1 ,3.1,3.2 ,,42.5 ,78489.92 ,23.5,316.2 
DE,DEA4,Detmold,2019,76.0 ,2.6,3.3 ,,42.9 ,82903.39 b,24.0,316.3 
DE,DEA4,Detmold,2020,75.4 b,,3.2 bu,,43.0 b,82651.16 p,25.9,316.3 
DE,DEA4,Detmold,2021,74.4 b,3.6,4.3 b,,45.7 b,86024.48 p,26.5,316.2 
DE,DEA4,Detmold,2022,75.0 ,,4.2 ,,46.3 ,91433.96 p,26.5,318.7 e
DE,DEA4,Detmold,2023,77.0 ,,4.3 ,,48.7 ,95979.82 e,28.9,
DE,DEA5,Arnsberg,2012,68.7 b,6.2,2.9 b,,39.6 b,106403.71 ,21.7,445.1 
DE,DEA5,Arnsberg,2013,69.2 ,5.7,2.8 ,,40.2 ,107945.66 ,22.2,443.9 
DE,DEA5,Arnsberg,2014,70.1 ,5.1,2.8 ,,40.9 b,112337.85 ,20.9,443.7 
DE,DEA5,Arnsberg,2015,69.9 ,4.8,2.7 ,,42.0 ,115052.53 ,22.0,446.5 
DE,DEA5,Arnsberg,2016,69.9 ,4.3,2.9 ,,42.6 ,117578.4 ,22.7,450.4 b
DE,DEA5,Arnsberg,2017,70.7 ,3.8,3.0 ,,43.0 ,121675.23 ,22.4,449.5 
DE,DEA5,Arnsberg,2018,72.2 ,3.2,2.6 ,,42.7 ,126003.48 ,22.7,449.3 
DE,DEA5,Arnsberg,2019,72.8 ,3.3,2.9 ,,43.6 ,131094.01 b,23.1,449.1 
DE,DEA5,Arnsberg,2020,71.1 b,4.8,4.0 b,,43.8 b,127791.91 p,25.5,449.1 
DE,DEA5,Arnsberg,2021,71.1 b,3.9,3.5 b,,45.8 b,136378.18 p,26.6,448.4 
DE,DEA5,Arnsberg,2022,73.7 ,3.5,4.0 ,,46.5 ,146069.61 p,26.2,449.3 e
DE,DEA5,Arnsberg,2023,74.4 ,3.3,4.3 ,,47.3 ,153656.34 e,27.5,
DE,DEB1,Koblenz,2012,73.5 b,3.9,2.9 b,,40.7 b,41267.31 ,23.5,183.1 
DE,DEB1,Koblenz,2013,74.2 ,3.8,2.6 ,,41.3 ,42237.16 ,22.7,182.7 
DE,DEB1,Koblenz,2014,74.1 ,3.8,2.5 ,,41.4 b,44215.3 ,21.9,182.8 
DE,DEB1,Koblenz,2015,74.5 ,3.5,2.4 ,,43.3 ,45616.4 ,22.2,183.6 
DE,DEB1,Koblenz,2016,75.2 ,3.1,2.8 ,,42.0 ,46651.52 ,23.2,185.8 b
DE,DEB1,Koblenz,2017,75.2 ,2.7,2.5 ,,43.5 ,48811.19 ,24.3,186.1 
DE,DEB1,Koblenz,2018,76.9 ,2.6,2.8 ,,44.5 ,50103.06 ,25.5,186.4 
DE,DEB1,Koblenz,2019,77.5 ,1.9,2.9 ,,46.1 ,52708.57 b,26.4,186.7 
DE,DEB1,Koblenz,2020,74.8 b,,4.0 bu,,45.5 b,52120.2 p,27.3,186.7 
DE,DEB1,Koblenz,2021,76.2 b,,3.7 b,,44.5 b,54765.36 p,27.1,187.0 
DE,DEB1,Koblenz,2022,77.8 ,,3.8 ,,44.1 ,58966.84 p,26.0,188.7 e
DE,DEB1,Koblenz,2023,76.9 ,,4.3 ,,46.4 ,61328.17 e,28.7,
DE,DEB2,Trier,2012,75.6 b,,2.9 b,,41.9 b,13572.83 ,27.6,105.3 
DE,DEB2,Trier,2013,75.8 ,,2.3 ,,43.3 ,14059.36 ,27.5,105.4 
DE,DEB2,Trier,2014,77.6 ,,2.2 ,,42.6 b,14459.04 ,25.7,105.7 
DE,DEB2,Trier,2015,76.7 ,,: u,,43.3 ,14997.98 ,25.2,107.0 
DE,DEB2,Trier,2016,76.9 ,,: u,,43.3 ,15533.25 ,26.1,108.3 b
DE,DEB2,Trier,2017,77.9 ,,: u,,44.9 ,15784.08 ,27.5,107.9 
DE,DEB2,Trier,2018,78.6 ,,: u,,45.7 ,16199.22 ,28.4,108.2 
DE,DEB2,Trier,2019,79.6 ,,: u,,46.4 ,16976.14 b,29.4,108.5 
DE,DEB2,Trier,2020,75.4 b,,: bu,,47.3 b,16783.38 p,31.6,108.5 
DE,DEB2,Trier,2021,75.4 b,,: bu,,44.4 b,17293.17 p,28.9,108.9 
DE,DEB2,Trier,2022,79.5 ,,: u,,44.4 ,18836.68 p,29.9,110.5 e
DE,DEB2,Trier,2023,82.5 ,,: u,,44.0 ,19602.1 e,29.7,
DE,DEB3,Rheinhessen-Pfalz,2012,72.6 b,4.6,4.5 b,,45.9 b,65649.93 ,28.0,291.0 
DE,DEB3,Rheinhessen-Pfalz,2013,73.2 ,4.3,4.7 ,,47.1 ,66719.63 ,28.7,291.7 
DE,DEB3,Rheinhessen-Pfalz,2014,73.3 ,3.7,4.4 ,,46.5 b,68853.36 ,26.7,292.9 
DE,DEB3,Rheinhessen-Pfalz,2015,73.2 ,3.5,4.2 ,,46.7 ,72309.51 ,27.8,295.1 
DE,DEB3,Rheinhessen-Pfalz,2016,73.5 ,3.6,4.0 ,,46.6 ,74116.5 ,27.7,300.0 b
DE,DEB3,Rheinhessen-Pfalz,2017,73.7 ,3.4,4.6 ,,46.9 ,75522.08 ,27.1,301.4 
DE,DEB3,Rheinhessen-Pfalz,2018,73.9 ,2.7,4.7 ,,47.8 ,76758.04 ,28.5,302.4 
DE,DEB3,Rheinhessen-Pfalz,2019,74.9 ,2.9,4.5 ,,48.8 ,79976.4 b,30.1,303.2 
DE,DEB3,Rheinhessen-Pfalz,2020,75.2 b,,5.4 b,,51.0 b,77471.66 p,32.7,303.2 
DE,DEB3,Rheinhessen-Pfalz,2021,75.1 b,3.8,6.0 b,,49.5 b,93839.94 p,31.6,303.6 
DE,DEB3,Rheinhessen-Pfalz,2022,75.0 ,3.3,5.8 ,,50.0 ,97850.23 p,32.3,305.9 e
DE,DEB3,Rheinhessen-Pfalz,2023,76.6 ,2.7,6.0 ,,52.2 ,96140.6 e,34.3,
DE,DEC0,Saarland,2012,69.0 b,6.3,3.2 b,,40.4 b,32017.61 ,22.9,387.8 
DE,DEC0,Saarland,2013,69.9 ,5.5,2.1 ,,40.2 ,31715.72 ,22.6,386.4 
DE,DEC0,Saarland,2014,70.2 ,5.5,2.8 ,,39.5 b,33254.37 ,19.9,385.0 
DE,DEC0,Saarland,2015,70.7 ,4.4,3.0 ,,40.6 ,34038.66 ,19.7,386.0 
DE,DEC0,Saarland,2016,71.9 ,4.1,3.0 ,,43.8 ,34264.01 ,23.0,388.4 b
DE,DEC0,Saarland,2017,72.6 ,3.5,2.6 ,,43.5 ,35346.99 ,23.0,388.1 
DE,DEC0,Saarland,2018,73.5 ,3.1,2.7 ,,45.6 ,35871.32 ,24.5,386.9 
DE,DEC0,Saarland,2019,73.6 ,3.1,2.8 ,,46.9 ,36516.89 b,25.0,385.5 
DE,DEC0,Saarland,2020,73.2 b,,: bu,,46.6 b,35136.43 p,26.3,385.5 
DE,DEC0,Saarland,2021,73.8 b,,3.9 bu,,46.5 b,37303.02 p,27.3,384.2 
DE,DEC0,Saarland,2022,74.1 ,,5.0 u,,45.8 ,39655.18 p,26.5,385.0 e
DE,DEC0,Saarland,2023,75.1 ,,5.1 u,,46.9 ,42032.9 p,27.0,
DE,DED2,Dresden,2012,74.5 b,7.5,5.2 b,,45.3 b,39808.12 ,33.5,200.7 
DE,DED2,Dresden,2013,74.7 ,6.9,4.4 ,,45.2 ,41235.17 ,34.1,200.6 
DE,DED2,Dresden,2014,74.7 ,7.2,4.3 ,,45.7 b,43143.66 ,31.0,200.4 
DE,DED2,Dresden,2015,75.8 ,5.4,4.9 ,,47.1 ,45499.73 ,31.1,201.1 
DE,DED2,Dresden,2016,77.3 ,4.2,4.9 ,,48.4 ,46681.56 ,31.4,206.1 b
DE,DED2,Dresden,2017,78.0 ,4.1,4.8 ,,48.5 ,48432.02 ,31.5,205.9 
DE,DED2,Dresden,2018,78.1 ,3.8,4.9 ,,49.0 ,50107.12 ,32.2,205.7 
DE,DED2,Dresden,2019,79.5 ,3.4,4.6 ,,49.0 ,52639.26 b,31.5,205.6 
DE,DED2,Dresden,2020,78.5 b,,6.5 b,,49.9 b,51873.85 p,32.1,205.6 
DE,DED2,Dresden,2021,77.6 b,,7.1 b,,51.9 b,54415.42 p,33.7,205.1 
DE,DED2,Dresden,2022,78.3 ,3.6,6.2 ,,51.7 ,59919.72 p,34.3,204.8 e
DE,DED2,Dresden,2023,79.7 ,,7.6 ,,53.4 ,63692.11 e,36.0,
DE,DED4,Chemnitz,2012,73.9 b,8.2,2.5 b,,38.7 b,34866.16 ,27.4,227.8 
DE,DED4,Chemnitz,2013,75.2 ,8.2,2.6 ,,40.7 ,35201.01 ,29.7,226.0 
DE,DED4,Chemnitz,2014,76.2 ,6.5,2.6 ,,41.2 b,36883.19 ,24.8,224.6 
DE,DED4,Chemnitz,2015,75.8 ,5.1,2.4 ,,42.7 ,37870.38 ,25.8,224.3 
DE,DED4,Chemnitz,2016,76.8 ,4.6,2.1 ,,41.1 ,39060.19 ,23.9,224.3 b
DE,DED4,Chemnitz,2017,77.8 ,4.5,2.4 ,,41.2 ,40353.82 ,24.2,222.7 
DE,DED4,Chemnitz,2018,78.6 ,2.9,2.5 ,,41.8 ,41097.98 ,24.7,221.3 
DE,DED4,Chemnitz,2019,78.9 ,3.2,2.6 ,,42.6 ,43013.34 b,25.3,219.9 
DE,DED4,Chemnitz,2020,78.9 b,,: bu,,42.0 b,41753.29 p,27.0,219.9 
DE,DED4,Chemnitz,2021,80.1 b,,3.2 bu,,41.5 b,43934.07 p,25.6,218.2 
DE,DED4,Chemnitz,2022,79.4 ,,3.4 u,,41.1 ,47167.25 p,25.1,216.1 e
DE,DED4,Chemnitz,2023,77.9 ,,3.8 u,,42.8 ,50161.34 e,24.3,
DE,DED5,Leipzig,2012,72.3 b,8.9,4.7 b,,44.9 b,26655.58 ,34.6,245.9 
DE,DED5,Leipzig,2013,73.3 ,8.6,4.3 ,,45.8 ,27702.55 ,35.3,247.8 
DE,DED5,Leipzig,2014,73.4 ,7.4,4.2 ,,46.6 b,29300.69 ,30.0,249.6 
DE,DED5,Leipzig,2015,73.7 ,6.7,4.6 ,,46.7 ,30217.79 ,30.7,253.4 
DE,DED5,Leipzig,2016,74.9 ,5.7,4.0 ,,48.0 ,31495.08 ,31.3,262.2 b
DE,DED5,Leipzig,2017,76.3 ,4.6,4.2 ,,49.0 ,33058.36 ,32.3,264.9 
DE,DED5,Leipzig,2018,77.3 ,4.4,4.5 ,,50.7 ,33975.17 ,32.9,266.9 
DE,DED5,Leipzig,2019,77.3 ,4.4,4.6 ,,50.9 ,36266.8 b,34.3,268.4 
DE,DED5,Leipzig,2020,75.8 b,,5.6 bu,,52.6 b,35983.8 p,37.0,268.4 
DE,DED5,Leipzig,2021,76.4 b,5.0,5.7 b,,54.1 b,38256.99 p,36.9,269.7 
DE,DED5,Leipzig,2022,79.1 ,,6.3 ,,51.9 ,41467.8 p,35.8,273.8 e
DE,DED5,Leipzig,2023,78.9 ,,5.5 ,,51.1 ,44257.55 e,36.1,
DE,DEE0,Sachsen-Anhalt,2012,72.4 b,9.7,2.1 b,,38.2 b,54120.08 ,25.8,110.9 
DE,DEE0,Sachsen-Anhalt,2013,73.3 ,9.3,2.1 ,,39.4 ,55049.22 ,25.7,110.1 
DE,DEE0,Sachsen-Anhalt,2014,72.9 ,8.4,2.2 ,,40.0 b,56317.91 ,23.7,109.5 
DE,DEE0,Sachsen-Anhalt,2015,73.6 ,7.6,2.1 ,,40.6 ,57395.94 ,23.4,109.5 
DE,DEE0,Sachsen-Anhalt,2016,73.7 ,7.2,2.3 ,,40.4 ,58990.85 ,22.9,110.7 b
DE,DEE0,Sachsen-Anhalt,2017,73.9 ,6.2,2.3 ,,41.0 ,60908.52 ,22.2,110.1 
DE,DEE0,Sachsen-Anhalt,2018,75.0 ,4.6,2.3 ,,40.6 ,62039.3 ,21.5,109.4 
DE,DEE0,Sachsen-Anhalt,2019,75.7 ,4.2,2.4 ,,43.0 ,65308.27 b,23.1,108.7 
DE,DEE0,Sachsen-Anhalt,2020,76.1 b,,3.3 bu,,40.3 b,64493.87 p,22.6,108.7 
DE,DEE0,Sachsen-Anhalt,2021,75.7 b,3.5,3.2 b,,42.3 b,68141.35 p,25.1,108.1 
DE,DEE0,Sachsen-Anhalt,2022,76.3 ,3.6,2.7 ,,42.5 ,75807.75 p,25.2,107.6 e
DE,DEE0,Sachsen-Anhalt,2023,76.0 ,3.1,2.5 u,,43.4 ,79699.35 p,25.7,
DE,DEF0,Schleswig-Holstein,2012,73.5 b,4.4,3.6 b,,43.5 b,78768.27 ,24.9,177.5 
DE,DEF0,Schleswig-Holstein,2013,73.7 ,4.4,3.4 ,,42.7 ,80006.91 ,24.8,177.9 
DE,DEF0,Schleswig-Holstein,2014,74.2 ,4.2,3.3 ,,43.6 b,82868.07 ,23.4,178.7 
DE,DEF0,Schleswig-Holstein,2015,74.7 ,3.4,3.3 ,,44.3 ,84799.05 ,23.8,180.0 
DE,DEF0,Schleswig-Holstein,2016,74.1 ,3.5,3.0 ,,44.8 ,87511.53 ,24.1,186.3 b
DE,DEF0,Schleswig-Holstein,2017,75.1 ,2.8,3.0 ,,44.9 ,92619.9 ,24.2,187.3 
DE,DEF0,Schleswig-Holstein,2018,75.6 ,2.6,3.0 ,,45.6 ,95007.92 ,24.4,187.8 
DE,DEF0,Schleswig-Holstein,2019,77.4 ,2.3,3.3 ,,46.0 ,100988.25 b,24.7,188.2 
DE,DEF0,Schleswig-Holstein,2020,75.9 b,,3.9 b,,47.2 b,100634.4 p,26.9,188.2 
DE,DEF0,Schleswig-Holstein,2021,76.7 b,3.0,4.4 b,,48.1 b,106080.35 p,28.2,188.7 
DE,DEF0,Schleswig-Holstein,2022,76.5 ,2.7,3.7 ,,45.6 ,116006.31 p,26.3,190.7 e
DE,DEF0,Schleswig-Holstein,2023,76.5 ,2.9,3.9 ,,47.9 ,120811.3 p,29.3,
DE,DEG0,Thüringen,2012,74.7 b,7.7,3.5 b,,42.3 b,51362.82 ,30.5,134.6 
DE,DEG0,Thüringen,2013,75.5 ,6.3,3.3 ,,42.3 ,53400.89 ,30.0,133.9 
DE,DEG0,Thüringen,2014,75.5 ,6.0,3.5 ,,41.5 b,56196.53 ,27.0,133.3 
DE,DEG0,Thüringen,2015,74.2 ,5.8,3.5 ,,41.3 ,57475.51 ,26.4,133.6 
DE,DEG0,Thüringen,2016,75.8 ,5.0,3.5 ,,41.6 ,59008.12 ,26.9,134.1 b
DE,DEG0,Thüringen,2017,76.6 ,4.2,3.5 ,,42.6 ,61180.4 ,26.8,133.5 
DE,DEG0,Thüringen,2018,77.1 ,4.1,3.6 ,,44.0 ,62239.96 ,28.3,133.0 
DE,DEG0,Thüringen,2019,77.6 ,3.4,3.5 ,,44.9 ,64856.37 b,28.3,132.4 
DE,DEG0,Thüringen,2020,76.9 b,,4.1 b,,44.4 b,63946.13 p,29.1,132.4 
DE,DEG0,Thüringen,2021,77.7 b,3.3,4.5 b,,44.7 b,67069.41 p,28.4,131.7 
DE,DEG0,Thüringen,2022,77.6 ,2.7,4.1 ,,43.8 ,72635.16 p,27.8,131.2 e
DE,DEG0,Thüringen,2023,77.8 ,3.0,4.9 ,,44.3 ,77260.31 p,28.0,
DK,DK01,Hovedstaden,2012,72.5 ,8.4,9.6 ,,58.0 ,97402.9 ,46.1,676.8 
DK,DK01,Hovedstaden,2013,72.7 ,8.0,9.4 ,93.82,58.2 ,101324.04 ,46.9,681.8 
DK,DK01,Hovedstaden,2014,72.8 ,7.6,9.5 ,94.09,58.5 b,105938.94 ,47.5,687.6 
DK,DK01,Hovedstaden,2015,73.8 ,6.9,9.7 ,94.4,59.3 ,111051.88 ,47.8,695.1 
DK,DK01,Hovedstaden,2016,75.1 b,6.5,9.4 b,95.86,59.9 b,114392.1 ,49.4,738.5 b
DK,DK01,Hovedstaden,2017,75.2 b,6.3,8.6 b,96.95,60.0 b,120223.91 ,49.9,745.4 
DK,DK01,Hovedstaden,2018,75.9 ,5.6,8.7 ,95.89,62.3 ,123457.23 ,51.1,751.2 
DK,DK01,Hovedstaden,2019,76.8 ,5.2,9.3 ,96.37,63.0 ,125615.29 ,52.7,756.0 
DK,DK01,Hovedstaden,2020,76.2 ,6.1,10.0 ,97.35,64.2 ,127485.7 ,53.0,756.0 
DK,DK01,Hovedstaden,2021,76.5 b,5.5,10.4 b,97.43,65.0 b,146615.17 ,54.1,760.0 
DK,DK01,Hovedstaden,2022,78.5 ,4.9,11.1 ,97.39,63.8 ,173223.11 ,53.1,772.0 
DK,DK01,Hovedstaden,2023,78.3 b,5.3,11.1 b,97.82,65.0 b,161073.89 ,55.1,
DK,DK02,Sjælland,2012,70.3 ,6.2,4.5 ,,42.6 ,25240.13 ,27.5,113.2 
DK,DK02,Sjælland,2013,69.6 ,7.4,5.3 ,88.53,43.9 ,25824.42 ,28.9,113.1 
DK,DK02,Sjælland,2014,70.8 ,6.6,5.9 ,92.01,43.6 b,26231.82 ,28.8,113.3 
DK,DK02,Sjælland,2015,71.0 ,6.5,5.4 ,93.26,43.1 ,27955.95 ,29.3,114.1 
DK,DK02,Sjælland,2016,71.0 b,6.6,5.5 b,93.63,43.2 b,28216.91 ,29.1,117.3 b
DK,DK02,Sjælland,2017,72.2 b,5.6,4.8 b,93.16,45.8 b,29465.76 ,31.1,117.8 
DK,DK02,Sjælland,2018,72.2 ,5.1,4.6 ,92.81,45.9 ,30024.7 ,30.8,118.1 
DK,DK02,Sjælland,2019,73.6 ,5.3,4.6 ,94.3,44.9 ,31199.18 ,30.3,118.3 
DK,DK02,Sjælland,2020,73.1 ,6.0,4.4 ,95.45,45.8 ,31542.32 ,30.4,118.3 
DK,DK02,Sjælland,2021,74.6 b,5.2,4.6 b,96.37,46.9 b,33568.05 ,32.1,118.4 
DK,DK02,Sjælland,2022,75.5 ,4.1,5.4 ,95.77,48.0 ,35506.03 ,32.9,119.6 
DK,DK02,Sjælland,2023,75.4 b,5.0,5.9 b,96.8,48.5 b,37650.98 ,33.1,
DK,DK03,Syddanmark,2012,70.2 ,8.3,2.8 ,,40.8 ,49074.31 ,28.8,98.0 
DK,DK03,Syddanmark,2013,69.0 ,8.3,2.4 ,88.08,41.7 ,50215.87 ,28.3,98.1 
DK,DK03,Syddanmark,2014,69.0 ,7.1,2.2 ,90.0,42.6 b,51116.79 ,29.3,98.2 
DK,DK03,Syddanmark,2015,70.7 ,6.3,2.7 ,93.96,42.3 ,52196.62 ,30.1,98.6 
DK,DK03,Syddanmark,2016,70.7 b,6.6,2.5 b,92.46,42.1 b,53739.33 ,30.3,101.3 b
DK,DK03,Syddanmark,2017,71.7 b,6.1,2.4 b,95.9,44.9 b,55438.86 ,32.5,101.7 
DK,DK03,Syddanmark,2018,73.2 ,5.2,2.3 ,94.55,44.9 ,56228.07 ,32.5,101.9 
DK,DK03,Syddanmark,2019,73.9 ,4.8,2.3 ,95.4,45.7 ,57816.3 ,33.1,102.0 
DK,DK03,Syddanmark,2020,73.3 ,5.2,2.3 ,97.1,47.2 ,58418.2 ,33.5,102.0 
DK,DK03,Syddanmark,2021,75.3 b,4.5,2.3 b,97.08,46.7 b,62853.3 ,33.9,102.0 
DK,DK03,Syddanmark,2022,75.6 ,4.3,2.4 ,96.34,46.7 ,65964.92 ,34.7,102.8 
DK,DK03,Syddanmark,2023,75.1 b,5.3,2.3 b,97.67,47.0 b,69456.44 ,35.1,
DK,DK04,Midtjylland,2012,71.0 ,7.1,3.7 ,,43.8 ,51630.26 ,31.4,97.7 
DK,DK04,Midtjylland,2013,71.0 ,7.0,3.8 ,91.04,45.1 ,52392.41 ,33.1,98.0 
DK,DK04,Midtjylland,2014,71.1 ,6.9,3.8 ,92.0,45.5 b,53661.53 ,33.1,98.4 
DK,DK04,Midtjylland,2015,71.9 ,6.1,4.0 ,92.52,46.3 ,53972.68 ,34.2,99.0 
DK,DK04,Midtjylland,2016,72.9 b,5.6,3.9 b,94.43,46.9 b,58587.63 ,36.2,101.7 b
DK,DK04,Midtjylland,2017,73.1 b,6.0,3.8 b,94.69,48.5 b,60765.29 ,37.0,102.5 
DK,DK04,Midtjylland,2018,74.6 ,4.9,4.0 ,96.79,48.9 ,61933.2 ,37.7,103.2 
DK,DK04,Midtjylland,2019,75.3 ,5.1,4.4 ,95.55,50.1 ,64574.46 ,39.4,103.7 
DK,DK04,Midtjylland,2020,74.7 ,6.1,4.4 ,96.59,49.9 ,66521.71 ,38.9,103.7 
DK,DK04,Midtjylland,2021,75.4 b,5.1,4.5 b,97.67,50.9 b,71705.53 ,40.2,104.1 
DK,DK04,Midtjylland,2022,76.7 ,4.2,3.7 ,96.15,51.5 ,73319.07 ,41.3,105.8 
DK,DK04,Midtjylland,2023,76.4 b,5.2,4.4 b,98.45,50.7 b,73388.63 ,41.2,
DK,DK05,Nordjylland,2012,69.3 ,8.4,3.3 ,,39.7 ,22425.39 ,29.2,73.7 
DK,DK05,Nordjylland,2013,69.5 ,7.0,3.3 ,90.35,38.7 ,22553.32 ,27.5,73.7 
DK,DK05,Nordjylland,2014,70.5 ,6.9,3.5 ,87.76,38.6 b,22714.05 ,27.0,73.8 
DK,DK05,Nordjylland,2015,70.4 ,6.7,2.9 ,89.56,40.7 ,23481.57 ,28.9,74.1 
DK,DK05,Nordjylland,2016,70.9 b,7.2,2.8 b,94.47,41.8 b,24188.49 ,30.8,76.0 b
DK,DK05,Nordjylland,2017,71.8 b,5.8,2.5 b,93.46,44.2 b,25252.9 ,31.5,76.2 
DK,DK05,Nordjylland,2018,72.2 ,5.9,3.1 ,94.68,44.1 ,25561.42 ,32.1,76.4 
DK,DK05,Nordjylland,2019,72.8 ,6.7,2.7 ,94.25,42.8 ,26174.27 ,31.6,76.4 
DK,DK05,Nordjylland,2020,72.0 ,7.0,3.0 ,95.88,42.5 ,26468.76 ,32.0,76.4 
DK,DK05,Nordjylland,2021,74.2 b,5.4,2.7 b,97.3,44.7 b,28026.21 ,35.0,76.5 
DK,DK05,Nordjylland,2022,75.4 ,4.7,3.1 ,95.45,46.1 ,28599.85 ,34.8,76.9 
DK,DK05,Nordjylland,2023,75.8 b,5.8,3.7 b,94.57,45.9 b,29451.62 ,35.1,
EE,EE00,Eesti,2012,67.1 ,9.1,3.7 ,,46.8 ,18086.56 ,37.6,30.5 
EE,EE00,Eesti,2013,68.5 ,8.2,4.1 ,76.86,47.0 ,19163.23 ,37.4,30.3 
EE,EE00,Eesti,2014,69.6 ,6.8,4.5 ,81.77,47.2 b,20365.58 ,37.6,30.3 
EE,EE00,Eesti,2015,71.4 ,6.3,4.8 ,85.82,46.2 ,21010.88 ,36.7,30.3 
EE,EE00,Eesti,2016,71.8 ,6.2,5.3 ,84.96,46.2 ,22188.96 ,37.7,30.3 b
EE,EE00,Eesti,2017,73.7 ,5.2,5.2 ,86.48,47.4 ,24316.12 ,38.4,30.3 
EE,EE00,Eesti,2018,74.4 ,5.3,5.3 ,87.37,48.3 ,26438.47 ,39.1,30.4 
EE,EE00,Eesti,2019,74.8 ,4.9,5.6 ,88.43,50.4 ,28472.06 ,39.5,30.5 
EE,EE00,Eesti,2020,73.2 ,6.8,5.6 ,87.95,51.0 ,27859.29 ,40.1,30.5 
EE,EE00,Eesti,2021,74.0 b,5.6,6.5 b,89.76,52.8 b,31456.24 ,41.2,30.6 
EE,EE00,Eesti,2022,76.4 ,5.1,6.8 ,90.13,52.9 ,36442.81 ,42.1,31.0 
EE,EE00,Eesti,2023,76.2 ,6.7,6.5 ,92.29,52.3 ,38187.78 ,41.6,
ES,ES11,Galicia,2012,57.7 ,20.2,2.3 ,,38.8 ,54021.3 ,31.3,94.3 
ES,ES11,Galicia,2013,56.1 ,21.7,2.7 ,60.39,39.5 ,54038.7 ,32.1,93.9 
ES,ES11,Galicia,2014,56.3 ,21.7,2.4 ,64.57,40.6 b,54411.4 ,33.4,93.4 
ES,ES11,Galicia,2015,57.9 ,20.0,2.4 ,67.18,42.5 ,57010.6 ,35.2,92.9 
ES,ES11,Galicia,2016,59.8 ,17.8,2.7 ,70.74,43.1 ,58564 ,35.7,92.4 b
ES,ES11,Galicia,2017,60.9 ,16.4,2.7 ,72.14,43.9 ,60630.9 ,36.5,92.1 
ES,ES11,Galicia,2018,62.6 ,14.4,2.9 ,76.28,44.4 ,62649.4 ,36.9,92.0 
ES,ES11,Galicia,2019,63.8 ,12.8,3.1 ,79.7,45.7 ,64502 ,37.9,92.0 
ES,ES11,Galicia,2020,62.6 ,13.3,2.9 ,83.51,48.1 ,59007.2 ,40.3,92.0 
ES,ES11,Galicia,2021,63.7 bd,12.7,3.2 bd,87.07,48.3 bd,64387.5 ,41.4,91.9 
ES,ES11,Galicia,2022,64.6 d,12.1,3.6 d,89.36,48.9 d,71365.9 p,42.2,91.8 
ES,ES11,Galicia,2023,65.9 d,10.5,3.1 d,91.39,48.5 d,77356.3 p,41.4,
ES,ES12,Principado de Asturias,2012,53.5 ,21.8,2.6 ,,44.9 ,21265.2 ,35.9,101.3 
ES,ES12,Principado de Asturias,2013,52.4 ,24.4,2.5 ,66.71,45.6 ,20693.9 ,37.7,100.5 
ES,ES12,Principado de Asturias,2014,54.4 ,22.2,2.4 ,69.34,47.8 b,20636.3 ,38.7,99.8 
ES,ES12,Principado de Asturias,2015,55.0 ,18.6,2.3 ,73.44,48.3 ,21388.1 ,39.6,99.0 
ES,ES12,Principado de Asturias,2016,57.3 ,16.3,2.8 ,71.96,48.9 ,21675.4 ,40.7,98.2 b
ES,ES12,Principado de Asturias,2017,59.3 ,13.9,3.1 ,77.03,51.0 ,22538.3 ,41.6,97.6 
ES,ES12,Principado de Asturias,2018,59.4 ,14.9,3.5 ,82.55,51.4 ,23185.7 ,43.1,97.0 
ES,ES12,Principado de Asturias,2019,59.4 ,15.2,3.7 ,85.11,50.9 ,23666.6 ,43.3,96.6 
ES,ES12,Principado de Asturias,2020,58.9 ,14.4,3.5 ,89.28,52.2 ,21376.4 ,44.2,96.6 
ES,ES12,Principado de Asturias,2021,61.2 bd,13.5,3.7 bd,90.34,52.9 bd,23617.6 ,44.6,96.2 
ES,ES12,Principado de Asturias,2022,60.3 d,13.4,3.6 d,90.61,52.0 d,26481.2 p,43.3,95.2 
ES,ES12,Principado de Asturias,2023,61.6 d,12.9,3.8 d,93.93,51.8 d,28325.5 p,43.6,
ES,ES13,Cantabria,2012,58.3 ,17.4,2.5 ,,43.0 ,12224.9 ,36.1,112.4 
ES,ES13,Cantabria,2013,56.3 ,20.8,1.9 u,69.69,44.4 ,11944.1 ,37.2,111.9 
ES,ES13,Cantabria,2014,57.6 ,18.7,2.8 ,70.38,45.1 b,12158.5 ,37.4,111.4 
ES,ES13,Cantabria,2015,58.9 ,19.0,3.1 ,75.49,45.6 ,12443.8 ,38.1,110.9 
ES,ES13,Cantabria,2016,61.4 ,15.5,3.0 ,76.6,46.9 ,12833.9 ,39.1,110.5 b
ES,ES13,Cantabria,2017,62.6 ,13.9,3.4 ,77.35,47.7 ,13318 ,40.4,110.4 
ES,ES13,Cantabria,2018,63.5 ,12.4,2.6 ,80.03,48.5 ,13843.9 ,40.6,110.4 
ES,ES13,Cantabria,2019,64.2 ,11.0,2.1 ,85.55,48.7 ,14274.4 ,42.0,110.5 
ES,ES13,Cantabria,2020,61.8 ,12.7,2.2 ,88.96,49.9 ,12991.2 ,42.5,110.5 
ES,ES13,Cantabria,2021,63.9 bd,12.8,2.3 bd,87.9,50.5 bd,14206.5 ,43.5,110.7 
