country,id,geo,year,employment_15_64,female_unemp,tech_employment,internet_usage,HRST,regional_GDP,higher_edu,pop_density
BE,BE34,Prov. Luxembourg (BE),2020,65.6 ,5.0,3.0 u,84.91,52.9 ,7191.67 b,42.5,64.6 
BE,BE34,Prov. Luxembourg (BE),2021,66.6 b,6.6,4.3 b,89.36,55.0 b,7976.1 ,44.6,65.2 
BE,BE34,Prov. Luxembourg (BE),2022,67.1 ,5.6,4.5 ,87.35,52.0 ,8909.14 ,42.1,66.4 
BE,BE34,Prov. Luxembourg (BE),2023,65.0 ,6.9,3.9 u,89.32,49.9 ,9424.04 p,40.4,
BE,BE35,Prov. Namur,2012,59.8 ,7.6,4.2 ,,48.3 ,11710.97 p,34.3,132.4 
BE,BE35,Prov. Namur,2013,57.7 ,10.8,4.9 ,78.26,46.4 ,11863.24 p,33.5,132.8 
BE,BE35,Prov. Namur,2014,60.7 ,9.2,3.5 ,83.07,48.8 b,12126.9 p,36.7,133.4 
BE,BE35,Prov. Namur,2015,57.6 ,10.5,3.5 ,80.8,47.4 ,12337.57 p,35.3,134.2 
BE,BE35,Prov. Namur,2016,58.4 ,9.5,4.8 ,78.54,47.9 ,12737.95 p,34.9,134.9 b
BE,BE35,Prov. Namur,2017,60.9 b,6.4,5.5 b,84.18,53.8 b,13102.96 p,40.2,135.0 
BE,BE35,Prov. Namur,2018,61.0 ,8.9,5.9 ,83.62,52.5 ,13509.46 p,39.2,135.3 
BE,BE35,Prov. Namur,2019,60.8 ,5.6,5.9 ,85.8,51.4 ,13802.93 p,37.7,135.9 
BE,BE35,Prov. Namur,2020,61.8 ,5.2,5.4 ,84.31,53.8 ,13434.41 b,40.8,135.9 
BE,BE35,Prov. Namur,2021,60.7 b,5.6,6.3 b,84.63,57.5 b,14710.46 ,42.8,136.4 
BE,BE35,Prov. Namur,2022,61.6 ,6.8,7.0 ,91.36,57.3 ,16306.4 ,43.3,137.8 
BE,BE35,Prov. Namur,2023,62.3 ,6.3,6.7 ,90.82,56.9 ,17622.97 p,44.1,
CZ,CZ04,Severozapaden,2012,62.1 ,11.1,1.8 ,,27.1 ,12947.56 ,18.7,133.3 
CZ,CZ04,Severozapaden,2013,64.4 ,11.6,1.7 ,42.67,27.8 ,12477.23 ,19.4,133.0 
CZ,CZ04,Severozapaden,2014,65.5 ,11.5,2.3 ,45.14,28.9 b,12092.47 ,20.6,132.7 
CZ,CZ04,Severozapaden,2015,66.6 ,10.5,2.2 ,40.38,28.5 ,13033.09 ,21.5,132.4 
CZ,CZ04,Severozapaden,2016,69.5 ,10.5,2.0 ,54.11,28.9 ,13199.78 ,19.9,132.1 b
CZ,CZ04,Severozapaden,2017,71.2 ,10.4,1.8 ,56.68,29.3 ,14341.16 ,19.9,131.9 
CZ,CZ04,Severozapaden,2018,71.8 ,9.1,2.3 ,58.33,29.7 ,15154.22 ,20.6,131.7 
CZ,CZ04,Severozapaden,2019,72.4 ,9.2,2.0 ,62.22,30.5 ,16358.65 ,19.3,131.7 
CZ,CZ04,Severozapaden,2020,72.0 ,11.0,2.1 ,60.37,29.3 ,15366.26 ,20.8,131.7 
CZ,CZ04,Severozapaden,2021,71.8 b,9.8,2.9 b,67.85,30.3 b,17002.35 ,19.8,131.3 
CZ,CZ04,Severozapaden,2022,73.1 ,6.9,2.5 ,74.19,30.9 ,20344.38 ,18.8,129.1 
CZ,CZ04,Severozapaden,2023,73.4 ,7.6,2.2 ,74.55,32.3 ,22675.79 ,21.0,
CZ,CZ01,Praha,2012,72.7 ,3.4,7.6 ,,58.2 ,42300.9 ,37.5,2563.5 
CZ,CZ01,Praha,2013,73.7 ,3.1,8.5 ,76.68,57.7 ,41777.87 ,38.4,2564.9 
CZ,CZ01,Praha,2014,74.8 ,2.7,9.5 ,87.86,57.3 b,41276.12 ,40.3,2577.6 
CZ,CZ01,Praha,2015,74.2 ,3.3,8.4 ,90.21,55.8 ,44677.59 ,40.5,2604.7 
CZ,CZ01,Praha,2016,76.0 ,2.1,9.7 ,88.91,58.5 ,47203.14 ,43.3,2626.8 b
CZ,CZ01,Praha,2017,78.2 ,2.1,9.2 ,89.67,60.2 ,51669.81 ,45.6,2654.7 
CZ,CZ01,Praha,2018,79.6 ,1.9,9.7 ,92.98,60.4 ,57171.96 ,46.4,2683.7 
CZ,CZ01,Praha,2019,79.3 ,1.5,10.3 ,94.68,61.4 ,61469.81 ,45.5,2714.3 
CZ,CZ01,Praha,2020,77.6 ,2.6,10.4 ,95.02,63.3 ,58671.75 ,45.9,2714.3 
CZ,CZ01,Praha,2021,77.6 b,2.9,13.2 b,92.64,67.8 b,66697.28 ,49.8,2741.6 
CZ,CZ01,Praha,2022,78.9 ,1.6,11.2 ,96.88,67.8 ,79463.73 ,51.5,2714.2 
CZ,CZ01,Praha,2023,78.2 ,2.1,12.7 ,96.52,69.7 ,85494.29 ,53.2,
CZ,CZ02,Střední Čechy,2012,69.6 ,5.7,4.7 ,,36.7 ,18612.94 ,18.6,119.0 
CZ,CZ02,Střední Čechy,2013,70.0 ,6.0,5.0 ,76.59,36.6 ,17961.78 ,19.9,120.0 
CZ,CZ02,Střední Čechy,2014,70.7 ,6.1,5.0 ,76.9,37.3 b,18239.69 ,21.7,121.1 
CZ,CZ02,Střední Čechy,2015,72.6 ,4.2,4.7 ,79.23,37.1 ,19625.81 ,21.6,122.3 
CZ,CZ02,Střední Čechy,2016,73.1 ,4.0,4.6 ,81.66,36.6 ,21180.44 ,21.4,124.4 b
CZ,CZ02,Střední Čechy,2017,75.0 ,2.7,4.7 ,84.84,38.0 ,23483.02 ,21.9,125.6 
CZ,CZ02,Střední Čechy,2018,76.2 ,2.7,4.4 ,84.28,40.0 ,25114.35 ,23.6,127.0 
CZ,CZ02,Střední Čechy,2019,77.1 ,1.5,4.5 ,89.24,39.1 ,28086.79 ,23.2,128.5 
CZ,CZ02,Střední Čechy,2020,76.4 ,2.6,4.8 ,83.86,39.2 ,26226.77 ,24.2,128.5 
CZ,CZ02,Střední Čechy,2021,75.9 b,3.3,5.7 b,85.71,40.0 b,29091.23 ,25.6,129.8 
CZ,CZ02,Střední Čechy,2022,77.0 ,1.6,6.1 ,89.46,39.6 ,33943.37 ,24.9,131.8 
CZ,CZ02,Střední Čechy,2023,75.5 ,2.4,5.5 ,88.92,40.9 ,37757.12 ,25.1,
CZ,CZ03,Jihozápad,2012,68.1 ,6.7,3.3 ,,32.6 ,16188.17 ,17.0,70.8 
CZ,CZ03,Jihozápad,2013,69.0 ,6.8,2.9 ,67.16,34.0 ,16082.21 ,18.0,70.9 
CZ,CZ03,Jihozápad,2014,70.1 ,7.4,3.0 ,74.52,33.2 b,15835.44 ,17.6,71.0 
CZ,CZ03,Jihozápad,2015,71.8 ,5.0,3.4 ,79.29,32.6 ,16849.4 ,18.7,71.1 
CZ,CZ03,Jihozápad,2016,72.9 ,3.9,3.9 ,80.36,33.2 ,17610.32 ,19.1,70.9 b
CZ,CZ03,Jihozápad,2017,74.3 ,2.6,3.8 ,81.07,34.1 ,19447.76 ,20.0,71.1 
CZ,CZ03,Jihozápad,2018,75.2 ,1.7,4.0 ,83.47,33.9 ,20960.28 ,20.1,71.4 
CZ,CZ03,Jihozápad,2019,75.4 ,1.9,3.8 ,86.4,33.9 ,22304.26 ,20.3,71.8 
CZ,CZ03,Jihozápad,2020,74.7 ,2.5,3.9 ,85.32,33.8 ,21611.63 ,19.8,71.8 
CZ,CZ03,Jihozápad,2021,75.6 b,2.8,3.9 b,88.39,34.7 b,23898.35 ,21.6,72.0 
CZ,CZ03,Jihozápad,2022,76.5 ,2.3,4.0 ,88.4,34.2 ,27690.85 ,21.7,72.2 
CZ,CZ03,Jihozápad,2023,75.7 ,2.6,3.8 ,91.02,37.0 ,31454.59 ,24.1,
CZ,CZ05,Severovýchod,2012,65.5 ,9.2,5.0 ,,30.9 ,18684.02 ,15.0,123.1 
CZ,CZ05,Severovýchod,2013,66.7 ,10.2,4.5 ,71.98,32.4 ,18459.56 ,16.8,123.0 
CZ,CZ05,Severovýchod,2014,68.7 ,8.1,4.4 ,75.05,33.9 b,18396.16 ,17.9,122.9 
CZ,CZ05,Severovýchod,2015,70.3 ,6.3,4.4 ,77.86,33.4 ,19730.04 ,18.2,123.0 
CZ,CZ05,Severovýchod,2016,72.1 ,4.6,4.2 ,77.31,34.5 ,20853.03 ,18.9,123.1 b
CZ,CZ05,Severovýchod,2017,73.2 ,3.7,4.9 ,77.46,35.4 ,23221.5 ,20.3,123.2 
CZ,CZ05,Severovýchod,2018,74.1 ,2.5,4.5 ,81.25,35.7 ,24995.82 ,20.6,123.4 
CZ,CZ05,Severovýchod,2019,74.8 ,1.9,4.2 ,83.49,35.4 ,26718.89 ,20.1,123.7 
CZ,CZ05,Severovýchod,2020,74.2 ,2.6,4.2 ,84.03,35.3 ,26144 ,20.5,123.7 
CZ,CZ05,Severovýchod,2021,74.2 b,2.8,4.3 b,85.68,36.2 b,28208.12 ,20.9,123.8 
CZ,CZ05,Severovýchod,2022,74.8 ,2.6,4.3 ,87.15,37.1 ,32366.68 ,22.9,123.6 
CZ,CZ05,Severovýchod,2023,74.4 ,3.3,4.2 ,84.64,35.5 ,36454.33 ,21.2,
CZ,CZ06,Jihovýchod,2012,65.8 ,8.9,4.5 ,,35.5 ,23959.37 ,20.8,122.4 
CZ,CZ06,Jihovýchod,2013,68.2 ,8.2,5.3 ,71.6,36.9 ,23910.2 ,22.6,122.5 
CZ,CZ06,Jihovýchod,2014,69.2 ,6.9,6.0 ,75.15,38.4 b,23184.6 ,23.3,122.6 
CZ,CZ06,Jihovýchod,2015,70.4 ,5.9,5.3 ,74.72,39.4 ,24831.2 ,24.3,122.8 
CZ,CZ06,Jihovýchod,2016,72.1 ,4.6,5.0 ,77.11,39.5 ,25780.98 ,25.6,123.0 b
CZ,CZ06,Jihovýchod,2017,73.3 ,4.2,4.6 ,80.15,39.3 ,28244.11 ,25.5,123.3 
CZ,CZ06,Jihovýchod,2018,74.4 ,3.2,5.3 ,83.71,39.8 ,30897.38 ,25.8,123.6 
CZ,CZ06,Jihovýchod,2019,74.9 ,2.6,5.1 ,82.17,40.3 ,33306.67 ,26.0,124.0 
CZ,CZ06,Jihovýchod,2020,74.7 ,3.1,5.8 ,86.85,42.3 ,33055.43 ,27.7,124.0 
CZ,CZ06,Jihovýchod,2021,74.5 b,3.2,5.8 b,87.74,42.0 b,37229.78 ,27.7,124.3 
CZ,CZ06,Jihovýchod,2022,75.6 ,2.2,5.3 ,89.56,41.4 ,42667.11 ,27.2,124.8 
CZ,CZ06,Jihovýchod,2023,75.6 ,2.8,5.8 ,90.01,42.6 ,47645.62 ,28.2,
CZ,CZ07,Střední Morava,2012,65.4 ,9.0,4.0 ,,30.4 ,15031.56 ,15.9,134.5 
CZ,CZ07,Střední Morava,2013,65.7 ,8.8,3.9 ,68.92,29.7 ,14728.27 ,16.2,134.2 
CZ,CZ07,Střední Morava,2014,67.0 ,8.4,3.5 ,72.31,31.8 b,14809.14 ,18.7,134.0 
CZ,CZ07,Střední Morava,2015,69.2 ,6.7,3.7 ,72.99,33.2 ,15780.69 ,20.1,133.8 
CZ,CZ07,Střední Morava,2016,70.5 ,4.1,4.3 ,74.68,33.6 ,16563.39 ,19.1,133.6 b
CZ,CZ07,Střední Morava,2017,72.3 ,3.4,3.8 ,78.44,33.3 ,18262.41 ,19.7,133.4 
CZ,CZ07,Střední Morava,2018,74.2 ,2.5,4.4 ,80.59,33.8 ,19538.42 ,19.5,133.3 
CZ,CZ07,Střední Morava,2019,73.8 ,2.4,3.9 ,80.85,32.9 ,21018.35 ,20.0,133.2 
CZ,CZ07,Střední Morava,2020,72.8 ,2.8,3.8 ,86.39,35.2 ,20346.68 ,22.3,133.2 
CZ,CZ07,Střední Morava,2021,73.2 b,2.8,3.9 b,87.01,37.1 b,22470.94 ,24.5,132.9 
CZ,CZ07,Střední Morava,2022,74.3 ,3.4,3.8 ,87.45,36.9 ,25723.59 ,24.0,132.0 
CZ,CZ07,Střední Morava,2023,74.9 ,2.6,3.4 ,89.22,36.2 ,28611.96 ,22.3,
CZ,CZ08,Moravskoslezsko,2012,63.1 ,10.8,3.2 ,,30.7 ,16034.92 ,16.2,231.3 
CZ,CZ08,Moravskoslezsko,2013,63.9 ,12.1,3.8 ,65.38,32.2 ,15072.89 ,17.6,230.5 
CZ,CZ08,Moravskoslezsko,2014,65.2 ,10.2,3.4 ,76.25,32.4 b,15157.91 ,16.7,229.6 
CZ,CZ08,Moravskoslezsko,2015,66.1 ,9.3,3.3 ,74.27,33.2 ,15999.45 ,18.8,228.9 
CZ,CZ08,Moravskoslezsko,2016,69.2 ,8.8,3.2 ,78.06,34.2 ,16754.79 ,19.8,228.0 b
CZ,CZ08,Moravskoslezsko,2017,71.4 ,5.7,3.7 ,78.62,37.2 ,18068.97 ,21.6,227.3 
CZ,CZ08,Moravskoslezsko,2018,72.8 ,4.3,4.1 ,85.51,36.3 ,19672.97 ,21.1,226.7 
CZ,CZ08,Moravskoslezsko,2019,72.7 ,4.0,4.0 ,83.72,34.1 ,20143.25 ,20.3,226.2 
CZ,CZ08,Moravskoslezsko,2020,71.7 ,3.3,4.1 ,85.18,35.4 ,18888.13 ,21.1,226.2 
CZ,CZ08,Moravskoslezsko,2021,71.4 b,5.1,4.5 b,87.82,37.2 b,21414.23 ,22.5,225.2 
CZ,CZ08,Moravskoslezsko,2022,72.9 ,5.2,4.6 ,92.55,36.7 ,24777.1 ,22.4,222.8 
CZ,CZ08,Moravskoslezsko,2023,72.4 ,4.5,4.1 ,90.57,37.1 ,27292.07 ,22.0,
DE,DE11,Stuttgart,2012,75.6 b,3.7,4.6 b,,47.1 b,175849.17 ,31.8,372.8 
DE,DE11,Stuttgart,2013,76.0 ,3.7,4.3 ,,46.3 ,180470.23 ,32.5,375.1 
DE,DE11,Stuttgart,2014,76.9 ,2.9,4.5 ,,47.3 b,187384.86 ,30.8,378.0 
DE,DE11,Stuttgart,2015,77.2 ,3.3,4.4 ,,48.5 ,198850.19 ,32.4,382.6 
DE,DE11,Stuttgart,2016,78.0 ,3.1,4.3 ,,48.8 ,201929.14 ,33.1,387.1 b
DE,DE11,Stuttgart,2017,78.3 ,2.9,4.5 ,,48.8 ,213043.33 ,32.6,389.8 
DE,DE11,Stuttgart,2018,79.1 ,2.0,4.6 ,,48.5 ,222396.36 ,32.7,392.0 
DE,DE11,Stuttgart,2019,79.5 ,2.0,4.6 ,,50.5 ,225172.86 b,34.3,393.3 
DE,DE11,Stuttgart,2020,77.6 b,3.1,5.7 b,,51.0 b,216838.71 p,34.7,393.3 
DE,DE11,Stuttgart,2021,77.7 b,2.9,6.3 b,,51.3 b,230407.81 p,35.2,393.7 
DE,DE11,Stuttgart,2022,78.7 ,2.7,5.8 ,,51.8 ,246736.12 p,35.9,396.1 e
DE,DE11,Stuttgart,2023,78.9 ,2.9,6.7 ,,52.3 ,261691.93 e,37.1,
DE,DE12,Karlsruhe,2012,74.3 b,3.8,6.2 b,,46.8 b,103103.95 ,31.1,387.2 
DE,DE12,Karlsruhe,2013,75.3 ,3.4,5.8 ,,47.1 ,105006.11 ,31.0,389.5 
DE,DE12,Karlsruhe,2014,74.8 ,3.2,5.7 ,,47.3 b,109251.07 ,29.9,392.1 
DE,DE12,Karlsruhe,2015,75.0 ,3.3,5.7 ,,48.3 ,113393.3 ,31.2,396.4 
DE,DE12,Karlsruhe,2016,76.0 ,3.3,5.6 ,,48.5 ,116091.12 ,32.2,403.9 b
DE,DE12,Karlsruhe,2017,75.6 ,3.3,5.6 ,,48.7 ,121332.53 ,31.4,406.3 
DE,DE12,Karlsruhe,2018,77.0 ,2.9,5.5 ,,48.4 ,125372.46 ,31.2,408.2 
DE,DE12,Karlsruhe,2019,77.8 ,2.8,6.0 ,,50.5 ,131118.44 b,33.0,409.3 
DE,DE12,Karlsruhe,2020,76.5 b,3.6,7.4 b,,50.7 b,126193.89 p,34.5,409.3 
DE,DE12,Karlsruhe,2021,76.6 b,2.7,8.0 b,,51.4 b,133861.68 p,34.0,409.5 
DE,DE12,Karlsruhe,2022,77.3 ,2.8,8.8 ,,52.3 ,144421.9 p,35.9,412.5 e
DE,DE12,Karlsruhe,2023,78.8 ,2.8,8.8 ,,52.7 ,153120.55 e,37.2,
DE,DE13,Freiburg,2012,77.8 b,2.7,5.4 b,,42.9 b,70820.85 ,28.8,230.5 
DE,DE13,Freiburg,2013,78.4 ,2.9,5.5 ,,43.3 ,73082.53 ,29.7,231.7 
DE,DE13,Freiburg,2014,78.2 ,3.0,5.6 ,,43.8 b,76710.87 ,27.0,233.4 
DE,DE13,Freiburg,2015,77.9 ,2.3,5.4 ,,43.8 ,79014.61 ,27.7,236.0 
DE,DE13,Freiburg,2016,78.0 ,3.0,5.6 ,,45.2 ,81276.92 ,29.0,241.0 b
DE,DE13,Freiburg,2017,78.4 ,2.7,5.6 ,,45.4 ,84325.92 ,28.9,242.6 
DE,DE13,Freiburg,2018,79.2 ,2.2,5.7 ,,45.8 ,87470.28 ,29.5,244.0 
DE,DE13,Freiburg,2019,79.5 ,1.9,5.6 ,,47.9 ,92470.25 b,30.9,244.9 
DE,DE13,Freiburg,2020,78.2 b,,5.6 b,,48.9 b,89765.41 p,33.6,244.9 
DE,DE13,Freiburg,2021,78.5 b,3.1,6.0 b,,47.7 b,94940.46 p,33.5,245.5 
DE,DE13,Freiburg,2022,79.7 ,,5.9 ,,49.2 ,100983.84 p,33.1,248.7 e
DE,DE13,Freiburg,2023,80.2 ,,6.5 ,,49.7 ,107128.73 e,33.9,
DE,DE14,Tübingen,2012,76.5 b,3.1,5.6 b,,45.8 b,64833.96 ,32.5,198.4 
DE,DE14,Tübingen,2013,77.7 ,3.2,5.8 ,,47.2 ,66807.63 ,33.1,199.2 
DE,DE14,Tübingen,2014,77.4 ,2.5,4.8 ,,47.3 b,69335.85 ,30.5,200.5 
DE,DE14,Tübingen,2015,77.9 ,2.8,5.0 ,,46.9 ,72087.91 ,30.6,202.9 
DE,DE14,Tübingen,2016,78.6 ,2.5,5.2 ,,46.8 ,75618.64 ,30.8,210.6 b
DE,DE14,Tübingen,2017,79.1 ,2.0,5.1 ,,47.3 ,78596.75 ,30.9,212.0 
DE,DE14,Tübingen,2018,79.0 ,1.8,5.2 ,,47.2 ,81430.98 ,30.6,213.2 
DE,DE14,Tübingen,2019,79.8 ,1.6,5.7 ,,48.4 ,86160.46 b,31.9,214.2 
DE,DE14,Tübingen,2020,78.2 b,,5.4 b,,48.2 b,84153.59 p,32.2,214.2 
DE,DE14,Tübingen,2021,78.1 b,2.8,6.0 b,,49.8 b,89210.17 p,32.9,214.9 
DE,DE14,Tübingen,2022,80.3 ,,6.1 ,,50.7 ,94427.85 p,34.8,217.6 e
DE,DE14,Tübingen,2023,80.6 ,2.4,6.8 ,,51.3 ,100127.67 e,37.2,
DE,DE21,Oberbayern,2012,77.6 b,2.8,7.8 b,,53.0 b,216346.92 ,36.4,250.4 
DE,DE21,Oberbayern,2013,78.6 ,2.5,7.4 ,,53.2 ,225083.98 ,37.0,253.4 
DE,DE21,Oberbayern,2014,78.9 ,2.4,7.0 ,,53.7 b,234156.72 ,37.1,256.4 
DE,DE21,Oberbayern,2015,78.8 ,2.4,7.0 ,,54.3 ,245114.86 ,37.1,259.8 
DE,DE21,Oberbayern,2016,79.6 ,2.4,7.1 ,,54.4 ,255771.58 ,38.4,268.3 b
DE,DE21,Oberbayern,2017,80.2 ,2.0,6.9 ,,55.3 ,268797.16 ,39.5,270.1 
DE,DE21,Oberbayern,2018,80.3 ,2.0,7.3 ,,56.6 ,274100.97 ,40.6,271.6 
DE,DE21,Oberbayern,2019,81.2 ,1.8,6.6 ,,56.3 ,293239.03 b,40.5,273.4 
DE,DE21,Oberbayern,2020,79.1 b,3.0,8.3 b,,56.3 b,283763.66 p,41.8,273.4 
DE,DE21,Oberbayern,2021,79.3 b,2.6,9.4 b,,58.8 b,305540.34 p,43.1,274.4 
DE,DE21,Oberbayern,2022,80.6 ,2.5,9.1 ,,57.4 ,328546.07 p,42.3,277.3 e
DE,DE21,Oberbayern,2023,80.8 ,2.3,9.4 ,,57.9 ,349686.03 e,42.9,
DE,DE22,Niederbayern,2012,76.3 b,3.3,2.6 b,,36.9 b,39145.71 ,22.9,114.1 
DE,DE22,Niederbayern,2013,76.9 ,3.5,2.5 ,,37.9 ,40316.14 ,23.2,114.8 
DE,DE22,Niederbayern,2014,77.5 ,3.0,2.6 ,,37.9 b,42811.32 ,21.1,115.5 
DE,DE22,Niederbayern,2015,77.8 ,2.6,2.8 ,,37.4 ,43883.57 ,21.1,116.7 
DE,DE22,Niederbayern,2016,78.8 ,1.9,2.4 ,,39.1 ,45534.06 ,21.9,118.5 b
DE,DE22,Niederbayern,2017,79.2 ,1.7,2.6 ,,39.3 ,47926.25 ,22.1,119.4 
DE,DE22,Niederbayern,2018,79.1 ,1.9,2.5 ,,39.4 ,48458.31 ,21.5,120.3 
DE,DE22,Niederbayern,2019,80.1 ,1.8,2.7 ,,41.4 ,50848.99 b,22.8,121.0 
DE,DE22,Niederbayern,2020,78.7 b,,: bu,,41.3 b,50473.36 p,24.4,121.0 
DE,DE22,Niederbayern,2021,80.1 b,,3.5 b,,44.5 b,53638.1 p,27.4,121.5 
DE,DE22,Niederbayern,2022,81.9 ,,2.7 u,,44.1 ,60338.6 p,27.2,123.2 e
DE,DE22,Niederbayern,2023,81.6 ,,3.9 u,,41.0 ,64730.71 e,26.2,
DE,DE23,Oberpfalz,2012,75.0 b,3.4,4.3 b,,41.3 b,37654.05 ,26.1,110.8 
DE,DE23,Oberpfalz,2013,75.9 ,3.8,4.5 ,,40.8 ,38675.06 ,26.7,111.1 
DE,DE23,Oberpfalz,2014,77.6 ,2.3,4.6 ,,42.2 b,41027.3 ,25.2,111.5 
DE,DE23,Oberpfalz,2015,77.1 ,2.7,4.8 ,,42.4 ,42167.13 ,25.0,112.2 
DE,DE23,Oberpfalz,2016,76.4 ,2.9,5.6 ,,40.3 ,43575.02 ,24.8,113.6 b
DE,DE23,Oberpfalz,2017,77.7 ,2.0,5.3 ,,41.4 ,46171.65 ,24.4,114.2 
DE,DE23,Oberpfalz,2018,79.0 ,2.0,5.2 ,,41.5 ,47210.48 ,24.9,114.8 
DE,DE23,Oberpfalz,2019,79.3 ,2.1,4.9 ,,43.3 ,49548.71 b,26.1,115.2 
DE,DE23,Oberpfalz,2020,79.2 b,,6.5 b,,44.0 b,48791.46 p,29.7,115.2 
DE,DE23,Oberpfalz,2021,79.6 b,,6.8 b,,46.8 b,51943.2 p,31.2,115.3 
DE,DE23,Oberpfalz,2022,80.2 ,,5.1 ,,46.4 ,55797.04 p,30.6,116.7 e
DE,DE23,Oberpfalz,2023,80.0 ,,5.0 ,,47.1 ,59670.61 e,31.7,
DE,DE24,Oberfranken,2012,75.9 b,2.8,2.5 b,,40.9 b,33272.79 ,26.1,146.6 
DE,DE24,Oberfranken,2013,76.3 ,3.6,3.2 ,,40.8 ,33917.58 ,26.1,146.2 
DE,DE24,Oberfranken,2014,76.8 ,3.9,2.9 ,,41.6 b,35070.77 ,24.4,146.0 
DE,DE24,Oberfranken,2015,76.5 ,3.8,3.0 ,,41.5 ,36735.62 ,23.5,146.2 
DE,DE24,Oberfranken,2016,77.0 ,2.9,2.5 ,,41.3 ,38118.81 ,23.2,147.0 b
DE,DE24,Oberfranken,2017,77.3 ,2.9,2.5 ,,43.3 ,39994.19 ,24.8,147.5 
DE,DE24,Oberfranken,2018,78.3 ,2.4,2.6 ,,43.3 ,40990.35 ,24.7,147.9 
DE,DE24,Oberfranken,2019,79.8 ,1.9,3.0 ,,44.2 ,42793.04 b,26.1,147.8 
DE,DE24,Oberfranken,2020,80.6 b,,: bu,,45.3 b,41845.14 p,27.7,147.8 
DE,DE24,Oberfranken,2021,77.9 b,,3.7 bu,,48.6 b,44442.45 p,30.7,147.4 
DE,DE24,Oberfranken,2022,78.8 ,,4.6 ,,45.7 ,46677.65 p,27.5,148.0 e
DE,DE24,Oberfranken,2023,81.0 ,,3.8 u,,43.8 ,49782.19 e,26.7,
DE,DE25,Mittelfranken,2012,76.4 b,3.8,4.8 b,,44.0 b,64204.87 ,29.1,233.7 
DE,DE25,Mittelfranken,2013,76.2 ,3.2,5.1 ,,44.4 ,65840.01 ,28.9,235.1 
DE,DE25,Mittelfranken,2014,76.6 ,3.3,5.2 ,,45.1 b,68544 ,27.8,236.3 
DE,DE25,Mittelfranken,2015,76.6 ,3.1,6.2 ,,46.5 ,70811.3 ,28.4,238.4 
DE,DE25,Mittelfranken,2016,76.3 ,2.2,5.0 ,,47.7 ,73937.96 ,29.4,241.8 b
DE,DE25,Mittelfranken,2017,77.2 ,2.2,5.0 ,,47.7 ,77435.22 ,30.1,243.3 
DE,DE25,Mittelfranken,2018,77.8 ,1.6,5.1 ,,48.9 ,80334.23 ,30.7,244.7 
DE,DE25,Mittelfranken,2019,77.7 ,2.2,5.0 ,,48.8 ,84649.06 b,30.9,245.7 
DE,DE25,Mittelfranken,2020,76.0 b,,6.9 b,,52.6 b,82354.38 p,33.8,245.7 
DE,DE25,Mittelfranken,2021,77.3 b,,7.2 b,,50.5 b,87179.78 p,32.8,246.1 
DE,DE25,Mittelfranken,2022,78.2 ,2.9,6.9 ,,49.8 ,92093.03 p,33.5,248.3 e
DE,DE25,Mittelfranken,2023,79.6 ,,6.9 ,,52.1 ,98181.72 e,35.8,
DE,DE26,Unterfranken,2012,75.5 b,4.1,3.2 b,,41.9 b,45034.41 ,27.9,152.2 
DE,DE26,Unterfranken,2013,76.3 ,3.5,3.5 ,,42.8 ,45816.21 ,28.4,152.1 
DE,DE26,Unterfranken,2014,76.4 ,3.5,2.9 ,,42.9 b,47398.06 ,25.7,152.2 
DE,DE26,Unterfranken,2015,76.6 ,3.1,3.2 ,,44.6 ,48545.3 ,26.9,152.7 
DE,DE26,Unterfranken,2016,77.0 ,2.5,2.6 ,,44.3 ,50561.41 ,27.2,153.9 b
DE,DE26,Unterfranken,2017,76.9 ,2.1,2.9 ,,44.5 ,52632.5 ,27.7,154.4 
DE,DE26,Unterfranken,2018,78.6 ,2.1,3.4 ,,45.2 ,53850.35 ,27.4,154.8 
DE,DE26,Unterfranken,2019,78.9 ,2.1,3.3 ,,46.6 ,56340.64 b,28.8,155.1 
DE,DE26,Unterfranken,2020,77.5 b,,: bu,,47.9 b,54610.96 p,31.3,155.1 
DE,DE26,Unterfranken,2021,79.3 b,,3.9 b,,49.8 b,57546.97 p,30.8,155.1 
DE,DE26,Unterfranken,2022,79.0 ,,4.2 ,,46.8 ,61103.13 p,29.9,156.2 e
DE,DE26,Unterfranken,2023,79.4 ,,4.6 ,,49.3 ,65154.81 e,33.1,
DE,DE27,Schwaben,2012,76.9 b,3.7,3.5 b,,39.8 b,60853.37 ,25.2,178.9 
DE,DE27,Schwaben,2013,77.2 ,3.6,3.5 ,,41.1 ,62294.17 ,26.2,180.1 
DE,DE27,Schwaben,2014,77.4 ,3.3,3.7 ,,41.7 b,65057.58 ,25.2,181.5 
DE,DE27,Schwaben,2015,77.6 ,3.2,3.3 ,,42.3 ,67430.32 ,25.6,183.5 
DE,DE27,Schwaben,2016,78.7 ,3.0,3.3 ,,42.1 ,70218.51 ,24.4,187.3 b
DE,DE27,Schwaben,2017,79.0 ,3.2,3.5 ,,42.8 ,72794.68 ,25.9,188.7 
DE,DE27,Schwaben,2018,78.8 ,2.7,3.2 ,,44.4 ,75332.55 ,26.7,190.2 
DE,DE27,Schwaben,2019,79.9 ,2.1,3.5 ,,44.9 ,79056.32 b,27.9,191.5 
DE,DE27,Schwaben,2020,80.1 b,,4.5 b,,47.9 b,77445.51 p,32.4,191.5 
